Country Name,3 digit country code,Date,"Dimension 1: Methodology, Standards & Classifications (MSC)",Dimension 1: System of National Accounts in use,Dimension 1: National Accounts base year ,Dimension 1: Classification of national industry,Dimension 1: CPI base year,Dimension 1: Classification of household consumption,Dimension 1: Classification of status of employment,Dimension 1: Central government accounting status,Dimension 1: Compilation of government finance statistics,Dimension 1: Compilation of monetary and financial statistics,Dimension 1: SDDS/e-GDDS subscription,Dimension 1: CRVS,Dimension 1: Business process,Dimension 2: Censuses and Surveys (CS),Dimension 2: Population & Housing census,Dimension 2: Agriculture census,Dimension 2: Business/establishment census,Dimension 2: Household Survey on income/consumption/expenditure/budget/Integrated Survey ,Dimension 2: Agriculture survey,Dimension 2: Labor Force Survey,Dimension 2: Health/Demographic survey,Dimension 2: Business/establishment survey,Dimension 3: Availability of Key Indicators (AKI),Dimension 3: Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),"Dimension 3: Prevalence of stunting, height for age (% of children under 5)",Dimension 3: Food Insecurity Experience Scale,"Dimension 3: Mortality rate, under-5 (per 1,000 live births)",Dimension 3: Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,Dimension 3: Maternal Mortality,Dimension 3: People using safely managed drinking water services (% of population),Dimension 3: Access to electricity (% of population),"Dimension 3: Unemployment, total (% of total labor force) (national estimate)","Dimension 3: Manufacturing, value added (% of GDP)","Dimension 3: Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",Dimension 3: Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Dimension 3: Renewable energy consumption (% of total final energy consumption),Dimension 3: Households and NPISHs Final consumption expenditure (current LCU),Dimension 3: GNI (current LCU),Dimension 3: Quarterly GDP,"Dimension 3: Debt service (PPG and IMF only, % of exports of goods, services and primary income)",Dimension 4: Dissemination Practices & Openness (DPO),Dimension 4: NSO has an Advance Release Calendar and it is published ,Dimension 4: NSO has a listing of surveys and microdata sets (or NADA),Dimension 4: NSO has a data portal,Dimension 4: Timeseries indicators are available for download in reusable format for free,"Dimension 4: Metadata is available providing definition, methodology, standards or classifications for existing data series",Dimension 4: NSO has conducted a user satisfaction survey,Dimension 4: Geospatial data available on relevant agency website,SPI Overall Score,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,GRD,2017,29.166666666666668,0,0,0.5,0.5,0,0,0,0,1,0.5,1,0,28.749999999999996,1,1,0,0.3,0,0,0,0,47.64705882352941,0,0,0,0.8,0,1,1,0,1,1,0,0.3,1,0,1,0,1,0,0,0,0,0,0,0,0,26.39093137254902,GD,Saint George's,-61.7449,12.0653,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,NA,0.3,0.5,0.5,0.5,0.5,0.5,110874
Guatemala,GTM,2017,33.33333333333333,0.5,0,0.5,0.5,0,0,0,0,1,0.5,1,0,48.75,0.5,0.5,0,0.6,1,1,0.3,0,73.23529411764706,0.15,0.3,1,0.4,0.3,1,1,1,1,1,0,0.3,1,1,1,1,1,28.57142857142857,0,1,0,1,0,0,0,45.972514005602235,GT,Guatemala City,-90.5328,14.6248,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Guatemala,0.15,0.25,0.5,0.5,0.5,0.5,16914936
Guyana,GUY,2017,25,0.5,0,1,0,0,0,0,0,1,0.5,0,0,20,1,0,0,0,0,0,0.6,0,44.705882352941174,0,0.3,0,0,0,1,0,1,0,1,0,0.3,1,1,1,0,1,0,0,0,0,0,0,0,0,22.426470588235293,GY,Georgetown,-58.1548,6.80461,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,Guyana,0,0,0.5,0.5,0.5,0.5,775221
Honduras,HND,2017,37.5,0.5,0,0.5,0,1,0,1,0,1,0.5,0,0,53.75,1,0,0,1,1,1,0.3,0,62.64705882352941,1,0.3,1,0,0.3,0.75,0,1,1,1,0,0.3,1,1,1,0,1,28.57142857142857,0,1,0,0,0,1,0,45.6171218487395,HN,Tegucigalpa,-87.4667,15.1333,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Honduras,0,0,0.5,0.25,0.5,0.5,9429013
Croatia,HRV,2017,79.16666666666666,0.5,1,1,0.5,1,1,0,0.5,1,1,1,1,62.5,1,1,0,1,1,1,0,0,68.23529411764706,1,0,1,1,0,1,1,0,1,1,0.3,0.3,1,1,1,1,0,85.71428571428571,1,0,1,1,1,1,1,73.90406162464986,HR,Zagreb,15.9614,45.8069,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Croatia,0.5,0.5,0.5,0.5,0,0,4124531
Haiti,HTI,2017,20.833333333333336,0,0,0,0,1,0,0,0,1,0.5,0,0,27.500000000000004,0,1,0,0.6,0,0,0.6,0,46.76470588235294,0.8,0.6,0,0.4,0,0.25,0,1,0.3,0.3,0,0.3,1,1,1,0,1,14.285714285714285,0,0,0,0,1,0,0,27.345938375350144,HT,Port-au-Prince,-72.3288,18.5392,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Haiti,0.15,0.25,0,0.25,0.5,0.5,10982366
Indonesia,IDN,2017,50,0.5,0.5,1,0.5,0,0,0.5,1,1,1,0,0,70,1,1,0,1,0,1,0.6,1,69.11764705882354,1,0.3,1,0.75,0,0.4,0,1,1,1,0,0.3,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,65.13655462184875,ID,Jakarta,106.83,-6.19752,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Indonesia,0.5,0.25,0.15,0.25,0.5,0.5,264645886
India,IND,2017,50,1,0.5,0.5,0.5,1,0,0.5,1,0,1,0,0,82.5,1,1,1,1,0.3,1,0.3,1,62.64705882352941,0,1,0,1,0.3,0.75,0,1,0.3,1,0,0.3,1,1,1,1,1,57.14285714285714,1,1,1,0,1,0,0,63.07247899159664,IN,New Delhi,77.225,28.6353,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IBD,XF,IBRD,India,0.5,0.5,0.5,0.25,0.5,0.5,1338658835
"Iran, Islamic Rep.",IRN,2017,37.5,0.5,0,0.5,0.5,1,0,0.5,0,0,0.5,1,0,50,1,1,0,1,0,1,0,0,58.23529411764706,0,0,0,0,0.3,1,1,0,1,1,0.3,0.3,1,1,1,1,1,28.57142857142857,0,0,0,1,1,0,0,43.57668067226891,IR,Tehran,51.4447,35.6878,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,0.5,0.5,0.5,0.5,80673951
Iraq,IRQ,2017,37.5,0,0.5,0.5,0.5,1,0,0,0.5,1,0.5,0,0,13.750000000000002,0.5,0,0,0.3,0,0,0.3,0,48.529411764705884,0.15,0,0,0.4,0,0.4,1,1,1,1,0,0.3,1,1,1,0,0,0,0,0,0,0,0,0,0,24.94485294117647,IQ,Baghdad,44.394,33.3302,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Iraq,0.15,0.25,0.15,0.25,0,0,37552781
Jamaica,JAM,2017,33.33333333333333,0.5,0.5,0.5,0,1,0,0,0,1,0.5,0,0,53.75,1,1,0,1,0,1,0.3,0,58.23529411764706,0,0.6,0,0,0,1,0,1,1,1,0,0.3,1,1,1,1,1,57.14285714285714,1,0,0,1,1,0,1,50.61537114845938,JM,Kingston,-76.792,17.9927,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Jamaica,0,0,0.5,0.5,0.5,0.5,2920853
Jordan,JOR,2017,25,0,0,1,0.5,0,0,0,0.5,0,1,0,0,57.49999999999999,1,1,0,0.6,0,1,1,0,56.470588235294116,0,0.3,0,0.4,0.3,0,1,1,1,1,0,0.6,1,1,1,0,1,57.14285714285714,0,1,1,1,1,0,0,49.028361344537814,JO,Amman,35.9263,31.9497,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Jordan,0.15,0.25,0,0,0.5,0.5,9779173
Kazakhstan,KAZ,2017,75,0.5,1,1,1,1,0,0.5,0,1,1,1,1,57.49999999999999,1,1,0,1,0,1,0.6,0,83.52941176470588,1,0.3,1,1,0.3,1,1,1,1,1,0.3,0.3,1,1,1,1,1,57.14285714285714,1,0,1,1,1,0,0,68.29306722689076,KZ,Astana,71.4382,51.1879,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Kazakhstan,0.5,0.5,0.5,0.5,0.5,0.5,18037776
Kenya,KEN,2017,37.5,1,0.5,0.5,0,0,0,1,0,1,0.5,0,0,52.5,1,0,1,0.6,0,0.6,1,0,52.94117647058823,0.15,0.3,1,0.55,0,0.4,0,1,0.3,1,0,0.3,1,1,1,0,1,14.285714285714285,0,1,0,0,0,0,0,39.30672268907563,KE,Nairobi,36.8126,-1.27975,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Kenya,0.3,0.25,0.15,0.25,0.5,0.5,50221473
Kyrgyz Republic,KGZ,2017,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,38.75,1,0.5,0,1,0,0,0.6,0,77.6470588235294,1,0.6,1,1,0.3,1,1,0,1,1,0,0.3,1,1,1,1,1,57.14285714285714,1,1,0,1,1,0,0,65.25997899159663,KG,Bishkek,74.6057,42.8851,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Kyrgyz Republic,0.5,0.5,0.5,0.5,0.5,0.5,6198200
Cambodia,KHM,2017,37.5,0.5,0,0.5,0,1,0,0,0,1,0.5,0,1,77.5,1,1,1,1,0,0.6,0.6,1,60.588235294117645,0,0.3,1,0,0.3,0.4,1,1,1,1,0,0.3,1,1,1,0,1,42.857142857142854,0,1,0,1,1,0,0,54.61134453781513,KH,Phnom Penh,104.874,11.5556,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0,0,0.15,0.25,0.5,0.5,16009414
Kiribati,KIR,2017,16.666666666666664,0.5,0,0.5,0,0,0,0.5,0,0,0.5,0,0,16.25,1,0,0,0,0,0,0.3,0,25.294117647058822,0,0,0,0,0,0,0,1,0.3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14.55269607843137,KI,Tarawa,172.979,1.32905,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Kiribati,0,0,0,0,0,0,114158
St. Kitts and Nevis,KNA,2017,29.166666666666668,0.5,0,0.5,0,0,0,0,0,1,0.5,1,0,18.75,1,0.5,0,0,0,0,0,0,19.41176470588235,0,0,0,0,0,0,0,0,0,1,0,0.3,1,0,1,0,0,0,0,0,0,0,0,0,0,16.832107843137255,KN,Basseterre,-62.7309,17.3,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,NA,NA,NA,NA,NA,0,0,52045
Lao PDR,LAO,2017,16.666666666666664,0.5,0.5,0,0.5,0,0,0,0,0,0.5,0,0,50,1,1,0.5,0.6,0,0.6,0.3,0,47.05882352941177,0,0.6,0,0.4,0,0.4,1,0,0.3,1,0,0.3,1,1,1,0,1,14.285714285714285,0,1,0,0,0,0,0,32.002801120448176,LA,Vientiane,102.177,18.5826,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0.15,0.25,0.15,0.25,0.5,0.5,6953035
Lebanon,LBN,2017,29.166666666666668,0.5,0.5,0,0.5,0,0,0,0.5,0,0.5,1,0,23.75,0,1,0,0.3,0,0.6,0,0,38.529411764705884,0,0,0,0,0,0.25,1,0,0,1,0,0.3,1,1,1,0,1,14.285714285714285,0,0,0,0,1,0,0,26.432948179271712,LB,Beirut,35.5134,33.8872,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Lebanon,0,0,0,0.25,0.5,0.5,6811873
Liberia,LBR,2017,25,0,0,0.5,0,1,0,0.5,0.5,0,0.5,0,0,52.5,1,0,1,1,0,0.6,0.6,0,60.294117647058826,0.8,0.6,1,0.15,0,0.4,0,1,1,1,0,0.3,1,1,1,0,1,0,0,0,0,0,0,0,0,34.44852941176471,LR,Monrovia,-10.7957,6.30039,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Liberia,0.15,0,0.15,0.25,0.5,0.5,4702228
Libya,LBY,2017,20.833333333333336,0.5,0,0.5,0,1,0,0,0,0,0.5,0,0,12.5,0.5,0.5,0,0,0,0,0,0,17.058823529411764,0,0.3,0,0,0,0,0,0,0.3,0,0,0.3,1,0,1,0,0,0,0,0,0,0,0,0,0,12.598039215686274,LY,Tripoli,13.1072,32.8578,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,NA,NA,0,0,6580724
St. Lucia,LCA,2017,29.166666666666668,0,0,0.5,0.5,0,0,0,0,1,0.5,1,0,48.75,1,1,0,0.6,0,1,0.3,0,55.294117647058826,0.15,0.3,1,0.65,0,1,0,0,1,1,0,0.3,1,1,1,0,1,28.57142857142857,0,1,0,1,0,0,0,40.44555322128852,LC,Castries,-60.9832,14,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,St. Lucia,0.15,0.5,0.5,0.5,0.5,0.5,180955
Sri Lanka,LKA,2017,54.166666666666664,0.5,0.5,1,0.5,1,0,0,0,1,1,1,0,66.25,1,1,1,1,0.3,1,0,0,70.88235294117646,0.8,0.6,0,1,0.3,0.75,0,1,1,1,0.3,0.3,1,1,1,1,1,71.42857142857143,1,1,0,1,1,0,1,65.68189775910363,LK,Colombo,79.8528,6.92148,SAS,8S,South Asia,SAS,8S,South Asia,UMC,XT,Upper middle income,IBD,XF,IBRD,Sri Lanka,0.5,0.5,0.5,0.25,0.5,0.5,21444000
Lesotho,LSO,2017,37.5,0.5,0.5,0.5,0,1,0,0,0.5,1,0.5,0,0,60,1,1,0,0.6,1,0.6,0.6,0,50.588235294117645,0.15,0.3,1,0.15,0,0.4,0,1,0.3,1,0,0.3,1,1,1,0,1,28.57142857142857,0,1,0,0,1,0,0,44.16491596638656,LS,Maseru,27.7167,-29.5208,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Lesotho,0.15,0,0.15,0.25,0.5,0.5,2091412
Morocco,MAR,2017,50,0.5,0.5,0.5,0.5,1,1,0,0,1,1,0,0,56.25,1,1,0.5,1,0,0,0,1,61.470588235294116,0.15,0.3,0,0.4,0.3,0,1,1,1,1,0,0.3,1,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,56.215861344537814,MA,Rabat,-6.8704,33.9905,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Morocco,0.15,0.25,0,0,0.5,0.5,35581294
Moldova,MDA,2017,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,53.75,1,1,0,1,0,1,0.3,0,74.11764705882354,1,0.3,1,1,0,1,1,0,1,1,0,0.3,1,1,1,1,1,57.14285714285714,1,0,1,1,1,0,0,68.12762605042016,MD,Chisinau,28.8497,47.0167,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Moldova,0.5,0.5,0.5,0.5,0.5,0.5,2755158
Madagascar,MDG,2017,29.166666666666668,0,0,0,0.5,1,0,0,0.5,1,0.5,0,0,21.25,0,0.5,0,0.6,0,0.3,0.3,0,47.352941176470594,0.15,0.3,0,0.4,0.3,0,0,1,0.6,1,0,0.3,1,1,1,0,1,0,0,0,0,0,0,0,0,24.442401960784316,MG,Antananarivo,45.7167,-20.4667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Madagascar,0.15,0.25,0,0,0.5,0.5,25570540
Maldives,MDV,2017,41.66666666666667,0.5,0,0,0.5,1,0,0.5,0,1,0.5,1,0,31.25,1,0,0,0.3,0,0,0.6,0.6,45,0.15,0,0,0.8,0,0.8,0,1,0.6,1,0,0.3,1,0,1,0,1,0,0,0,0,0,0,0,0,29.479166666666668,MV,Male,73.5109,4.1742,SAS,8S,South Asia,SAS,8S,South Asia,UMC,XT,Upper middle income,IDX,XI,IDA,Maldives,0.3,0.5,0.3,0.5,0.5,0.5,496402
Mexico,MEX,2017,79.16666666666666,1,0.5,1,0.5,1,1,0.5,0,1,1,1,1,77.5,1,1,1,1,0.6,1,0.3,0.3,86.17647058823529,1,1,1,1,0.3,0.75,1,1,1,1,0,0.6,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,82.13935574229691,MX,Mexico City,-99.1276,19.427,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Mexico,0.5,0.5,0.5,0.25,0.5,0.5,124777324
Marshall Islands,MHL,2017,4.166666666666666,0,0,0,0,0,0,0,0,0,0.5,0,0,12.5,1,0,0,0,0,0,0,0,25.294117647058822,0,0.3,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,10.49019607843137,MH,Majuro,171.135,7.11046,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,NA,0,0,NA,NA,0,0,58058
North Macedonia,MKD,2017,66.66666666666666,0.5,0,1,1,1,0,0.5,0,1,1,1,1,55.00000000000001,0.5,1,0,1,0,1,0.3,0.6,74.11764705882354,1,0,1,1,0,1,1,0,1,1,0.3,0.3,1,1,1,1,1,71.42857142857143,1,0,1,1,1,1,0,66.8032212885154,MK,Skopje,21.4361,42.0024,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,North Macedonia,0.5,0.5,0.5,0.5,0.5,0.5,2081996
Mali,MLI,2017,25,0,0,0.5,0,1,0,0,0,1,0.5,0,0,55.00000000000001,1,0.5,0,1,0.6,0,1,0.3,46.1764705882353,0,0.3,0,0.55,0.3,0.4,0,1,1,0,0,0.3,1,1,1,0,1,14.285714285714285,0,1,0,0,0,0,0,35.115546218487395,ML,Bamako,-7.50034,13.5667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Mali,0.3,0.25,0.15,0.25,0.5,0.5,18512394
Myanmar,MMR,2017,33.33333333333333,0,0.5,0,0.5,0,0,0.5,1,1,0.5,0,0,52.5,1,1,0,1,0,0.3,0.6,0.3,51.17647058823529,0.8,0.3,0,0.15,0,0.55,0,1,0.6,1,0,0.3,1,1,1,0,1,42.857142857142854,0,0,1,1,1,0,0,44.96673669467787,MM,Naypyidaw,95.9562,21.914,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Myanmar,0.15,0,0.3,0.25,NA,NA,53382581
Montenegro,MNE,2017,37.5,0.5,0,1,0.5,1,0,0,0,0,0.5,1,0,57.49999999999999,1,1,0,1,0.3,1,0.3,0,72.05882352941177,1,0.3,1,0.65,0,0,1,1,1,1,0.3,0,1,1,1,1,1,71.42857142857143,1,1,0,1,1,1,0,59.6218487394958,ME,Podgorica,19.2595,42.4602,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Montenegro,0.15,0.5,0,0,0.5,0.5,622373
Mongolia,MNG,2017,62.5,0.5,0.5,0.5,0.5,1,1,0.5,0,1,1,1,0,57.49999999999999,1,1,0,1,0,1,0.6,0,75.88235294117646,1,0.6,1,0,0,1,1,1,1,1,0,0.3,1,1,1,1,1,71.42857142857143,1,1,1,1,0,1,0,66.82773109243698,MN,Ulaanbaatar,106.937,47.9129,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Mongolia,0,0,0.5,0.5,0.5,0.5,3113779
Mozambique,MOZ,2017,33.33333333333333,0.5,0.5,0.5,0,1,0,0,0,1,0.5,0,0,52.5,1,1,1,0.6,0,0,0.6,0,48.23529411764705,0.15,0.3,1,0.15,0,0,0,1,0.3,1,0,0.3,1,1,1,0,1,42.857142857142854,1,1,0,0,1,0,0,44.23144257703081,MZ,Maputo,32.5713,-25.9664,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Mozambique,0.15,0,0,0,0.5,0.5,28649007
Mauritania,MRT,2017,29.166666666666668,0.5,0,1,0.5,1,0,0,0,0,0.5,0,0,36.25,1,0,0,0.6,0,0.3,1,0,45,0.15,0.6,0,0,0,0,0,1,0.6,1,0,0.3,1,1,1,0,1,0,0,0,0,0,0,0,0,27.604166666666668,MR,Nouakchott,-15.9824,18.2367,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Mauritania,0,0,0,0,0.5,0.5,4282574
Mauritius,MUS,2017,70.83333333333334,0.5,0,1,0.5,1,1,1,0.5,1,1,1,0,62.5,1,1,1,1,0,1,0,0,67.05882352941177,0.8,0,1,1,0,1,0,0,1,1,0.3,0.3,1,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,64.38375350140056,MU,Port Louis,57.4977,-20.1605,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Mauritius,0.5,0.5,0.5,0.5,0.5,0.5,1264613
Malawi,MWI,2017,20.833333333333336,1,0.5,0.5,0,0,0,0,0,0,0.5,0,0,51.24999999999999,1,0.5,0,0.3,0,0.3,1,1,61.76470588235294,0.15,1,1,0.75,0,0.4,0,1,0.6,1,0.3,0.3,1,1,1,0,1,28.57142857142857,0,1,0,0,1,0,0,40.604866946778714,MW,Lilongwe,33.7703,-13.9899,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Malawi,0.5,0.25,0.15,0.25,0.5,0.5,17670260
Malaysia,MYS,2017,54.166666666666664,0.5,0.5,1,0.5,1,0,0,0,1,1,1,0,56.25,1,0.5,1,1,0,1,0,0,72.3529411764706,0.8,0.6,0,1,0.3,1,1,1,1,1,0.3,0.3,1,1,1,1,0,57.14285714285714,1,0,1,1,1,0,0,59.978116246498594,MY,Kuala Lumpur,101.684,3.12433,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Malaysia,0.5,0.5,0.5,0.5,NA,NA,31105028
Namibia,NAM,2017,29.166666666666668,0.5,0.5,0.5,0.5,0,0,0,0,1,0.5,0,0,48.75,1,1,0,0.6,0,1,0.3,0,49.70588235294117,0.15,0.3,1,0,0,0.4,0,1,1,1,0.3,0.3,1,1,1,0,0,42.857142857142854,0,1,1,1,0,0,0,42.61992296918768,"NA",Windhoek,17.0931,-22.5648,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Namibia,0,0,0.15,0.25,0,0,2402603
Niger,NER,2017,29.166666666666668,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,42.5,1,0.5,0,1,0.6,0,0.3,0,59.705882352941174,0.15,1,1,0,0.3,0.4,0,1,1,1,0,0.3,1,1,1,0,1,42.857142857142854,1,1,0,0,1,0,0,43.55742296918768,NE,Niamey,2.1073,13.514,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Niger,0,0,0.15,0.25,0.5,0.5,21602472
Nigeria,NGA,2017,37.5,1,0.5,1,0.5,0,0,0,0,1,0.5,0,0,41.25,0.5,0.5,0,1,0.3,0,1,0,71.17647058823529,0,1,1,0.4,0,0.4,1,1,1,1,0,0.3,1,1,1,1,1,57.14285714285714,1,1,1,0,1,0,0,51.76733193277311,NG,Abuja,7.48906,9.05804,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Nigeria,0.15,0.25,0.15,0.25,NA,NA,190873311
Nicaragua,NIC,2017,33.33333333333333,0.5,1,0.5,0.5,0,0,0,0,1,0.5,0,0,30,0.5,1,0,0.6,0,0.3,0,0,65,0.15,0.3,0,1,0.3,1,1,1,1,1,0,0.3,1,1,1,0,1,14.285714285714285,0,0,0,0,1,0,0,35.6547619047619,NI,Managua,-86.2734,12.1475,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Nicaragua,0.5,0.5,0.5,0.5,0.5,0.5,6384855
Nepal,NPL,2017,20.833333333333336,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,63.74999999999999,1,1,0.5,1,0,0.3,1,0.3,59.705882352941174,0,0.6,1,0.4,0,0.25,1,1,0.6,1,0,0.3,1,1,1,0,1,42.857142857142854,0,1,0,1,0,1,0,46.78658963585434,NP,Kathmandu,85.3157,27.6939,SAS,8S,South Asia,SAS,8S,South Asia,LIC,XM,Low income,IDX,XI,IDA,Nepal,0.15,0.25,0,0.25,0.5,0.5,27627124
Nauru,NRU,2017,16.666666666666664,0.5,0.5,0,0,0,0,0,0,0,0,1,0,20,1,0,0,0.6,0,0,0,0,22.941176470588236,0,0,0,0,0,0,0,0.6,0.3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14.901960784313726,NR,Yaren District,166.920867,-0.5477,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,NA,NA,0,0,12876
