Country Name,3 digit country code,Date,"Dimension 1: Methodology, Standards & Classifications (MSC)",Dimension 1: System of National Accounts in use,Dimension 1: National Accounts base year ,Dimension 1: Classification of national industry,Dimension 1: CPI base year,Dimension 1: Classification of household consumption,Dimension 1: Classification of status of employment,Dimension 1: Central government accounting status,Dimension 1: Compilation of government finance statistics,Dimension 1: Compilation of monetary and financial statistics,Dimension 1: SDDS/e-GDDS subscription,Dimension 1: CRVS,Dimension 1: Business process,Dimension 2: Censuses and Surveys (CS),Dimension 2: Population & Housing census,Dimension 2: Agriculture census,Dimension 2: Business/establishment census,Dimension 2: Household Survey on income/consumption/expenditure/budget/Integrated Survey ,Dimension 2: Agriculture survey,Dimension 2: Labor Force Survey,Dimension 2: Health/Demographic survey,Dimension 2: Business/establishment survey,Dimension 3: Availability of Key Indicators (AKI),Dimension 3: Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),Dimension 3: Food Insecurity Experience Scale,"Dimension 3: Mortality rate, under-5 (per 1,000 live births)",Dimension 3: Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,Dimension 3: Maternal Mortality,Dimension 3: People using safely managed drinking water services (% of population),Dimension 3: Access to electricity (% of population),"Dimension 3: Unemployment, total (% of total labor force) (national estimate)","Dimension 3: Manufacturing, value added (% of GDP)","Dimension 3: Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",Dimension 3: Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Dimension 3: Renewable energy consumption (% of total final energy consumption),Dimension 3: Households and NPISHs Final consumption expenditure (current LCU),Dimension 3: Quarterly GDP,"Dimension 3: Debt service (PPG and IMF only, % of exports of goods, services and primary income)",Dimension 4: Dissemination Practices & Openness (DPO),Dimension 4: NSO has an Advance Release Calendar and it is published ,Dimension 4: NSO has a listing of surveys and microdata sets (or NADA),Dimension 4: NSO has a data portal,Dimension 4: Timeseries indicators are available for download in reusable format for free,"Dimension 4: Metadata is available providing definition, methodology, standards or classifications for existing data series",Dimension 4: NSO has conducted a user satisfaction survey,Dimension 4: Geospatial data available on relevant agency website,SPI Overall Score,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,GUY,2017,25,0.5,0,1,0,0,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,40,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,19.375,GY,Georgetown,-58.1548,6.80461,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,Guyana,0,0,1,1,1,1,775221
Honduras,HND,2017,37.5,0.5,0,0.5,0,1,0,1,0,1,0.5,0,0,50,1,0,0,1,1,1,0,0,56.6666666666667,1,1,0,0,0.5,0,1,1,1,0,0,1,1,0,1,28.5714285714286,0,1,0,0,0,1,0,43.1845238095238,HN,Tegucigalpa,-87.4667,15.1333,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Honduras,0,0,1,0,1,1,9429013
Croatia,HRV,2017,79.1666666666667,0.5,1,1,0.5,1,1,0,0.5,1,1,1,1,62.5,1,1,0,1,1,1,0,0,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,85.7142857142857,1,0,1,1,1,1,1,73.5119047619048,HR,Zagreb,15.9614,45.8069,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Croatia,1,1,1,1,0,0,4124531
Haiti,HTI,2017,20.8333333333333,0,0,0,0,1,0,0,0,1,0.5,0,0,12.5,0,1,0,0,0,0,0,0,30,0.5,0,0,0,0,0,1,0,0,0,0,1,1,0,1,14.2857142857143,0,0,0,0,1,0,0,19.4047619047619,HT,Port-au-Prince,-72.3288,18.5392,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Haiti,0,0,0,0,1,1,10982366
Indonesia,IDN,2017,50,0.5,0.5,1,0.5,0,0,0.5,1,1,1,0,0,62.5,1,1,0,1,0,1,0,1,63.3333333333333,1,1,0.5,0,0,0,1,1,1,0,0,1,1,1,1,71.4285714285714,1,1,1,1,1,0,0,61.8154761904762,ID,Jakarta,106.83,-6.19752,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Indonesia,1,0,0,0,1,1,264645886
India,IND,2017,50,1,0.5,0.5,0.5,1,0,0.5,1,0,1,0,0,75,1,1,1,1,0,1,0,1,50,0,0,1,0,0.5,0,1,0,1,0,0,1,1,1,1,57.1428571428571,1,1,1,0,1,0,0,58.0357142857143,IN,New Delhi,77.225,28.6353,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IBD,XF,IBRD,India,1,1,1,0,1,1,1338658835
"Iran, Islamic Rep.",IRN,2017,37.5,0.5,0,0.5,0.5,1,0,0.5,0,0,0.5,1,0,50,1,1,0,1,0,1,0,0,53.3333333333333,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,28.5714285714286,0,0,0,1,1,0,0,42.3511904761905,IR,Tehran,51.4447,35.6878,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,1,1,1,1,80673951
Iraq,IRQ,2017,37.5,0,0.5,0.5,0.5,1,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19.375,IQ,Baghdad,44.394,33.3302,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Iraq,0,0,0,0,0,0,37552781
Jamaica,JAM,2017,33.3333333333333,0.5,0.5,0.5,0,1,0,0,0,1,0.5,0,0,50,1,1,0,1,0,1,0,0,53.3333333333333,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,57.1428571428571,1,0,0,1,1,0,1,48.4523809523809,JM,Kingston,-76.792,17.9927,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Jamaica,0,0,1,1,1,1,2920853
Jordan,JOR,2017,25,0,0,1,0.5,0,0,0,0.5,0,1,0,0,50,1,1,0,0,0,1,1,0,46.6666666666667,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,57.1428571428571,0,1,1,1,1,0,0,44.7023809523809,JO,Amman,35.9263,31.9497,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Jordan,0,0,0,0,1,1,9779173
Kazakhstan,KAZ,2017,75,0.5,1,1,1,1,0,0.5,0,1,1,1,1,50,1,1,0,1,0,1,0,0,80,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,57.1428571428571,1,0,1,1,1,0,0,65.5357142857143,KZ,Astana,71.4382,51.1879,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Kazakhstan,1,1,1,1,1,1,18037776
Kenya,KEN,2017,37.5,1,0.5,0.5,0,0,0,1,0,1,0.5,0,0,37.5,1,0,1,0,0,0,1,0,40,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,14.2857142857143,0,1,0,0,0,0,0,32.3214285714286,KE,Nairobi,36.8126,-1.27975,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Kenya,0,0,0,0,1,1,50221473
Kyrgyz Republic,KGZ,2017,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,25,1,0,0,1,0,0,0,0,73.3333333333333,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,57.1428571428571,1,1,0,1,1,0,0,60.7440476190476,KG,Bishkek,74.6057,42.8851,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Kyrgyz Republic,1,1,1,1,1,1,6198200
Cambodia,KHM,2017,37.5,0.5,0,0.5,0,1,0,0,0,1,0.5,0,1,62.5,1,1,1,1,0,0,0,1,53.3333333333333,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,42.8571428571429,0,1,0,1,1,0,0,49.0476190476191,KH,Phnom Penh,104.874,11.5556,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0,0,0,0,1,1,16009414
Kiribati,KIR,2017,16.6666666666667,0.5,0,0.5,0,0,0,0.5,0,0,0.5,0,0,12.5,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.2916666666667,KI,Tarawa,172.979,1.32905,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Kiribati,0,0,0,0,0,0,114158
St. Kitts and Nevis,KNA,2017,29.1666666666667,0.5,0,0.5,0,0,0,0,0,1,0.5,1,0,12.5,1,0,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.75,KN,Basseterre,-62.7309,17.3,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,NA,NA,NA,NA,NA,0,0,52045
Lao PDR,LAO,2017,16.6666666666667,0.5,0.5,0,0.5,0,0,0,0,0,0.5,0,0,25,1,1,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,14.2857142857143,0,1,0,0,0,0,0,22.3214285714286,LA,Vientiane,102.177,18.5826,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0,0,0,0,1,1,6953035
Lebanon,LBN,2017,29.1666666666667,0.5,0.5,0,0.5,0,0,0,0.5,0,0.5,1,0,12.5,0,1,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,14.2857142857143,0,0,0,0,1,0,0,22.3214285714286,LB,Beirut,35.5134,33.8872,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Lebanon,0,0,0,0,1,1,6811873
Liberia,LBR,2017,25,0,0,0.5,0,1,0,0.5,0.5,0,0.5,0,0,37.5,1,0,1,1,0,0,0,0,50,0.5,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,28.125,LR,Monrovia,-10.7957,6.30039,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Liberia,0,0,0,0,1,1,4702228
Libya,LBY,2017,20.8333333333333,0.5,0,0.5,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.875,LY,Tripoli,13.1072,32.8578,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,NA,NA,0,0,6580724
St. Lucia,LCA,2017,29.1666666666667,0,0,0.5,0.5,0,0,0,0,1,0.5,1,0,37.5,1,1,0,0,0,1,0,0,50,0,1,0.5,0,1,0,0,1,1,0,0,1,1,0,1,28.5714285714286,0,1,0,1,0,0,0,36.3095238095238,LC,Castries,-60.9832,14,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,St. Lucia,0,1,1,1,1,1,180955
Sri Lanka,LKA,2017,54.1666666666667,0.5,0.5,1,0.5,1,0,0,0,1,1,1,0,62.5,1,1,1,1,0,1,0,0,60,0.5,0,1,0,0.5,0,1,1,1,0,0,1,1,1,1,71.4285714285714,1,1,0,1,1,0,1,62.0238095238095,LK,Colombo,79.8528,6.92148,SAS,8S,South Asia,SAS,8S,South Asia,UMC,XT,Upper middle income,IBD,XF,IBRD,Sri Lanka,1,1,1,0,1,1,21444000
Lesotho,LSO,2017,37.5,0.5,0.5,0.5,0,1,0,0,0.5,1,0.5,0,0,37.5,1,1,0,0,1,0,0,0,40,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,28.5714285714286,0,1,0,0,1,0,0,35.8928571428571,LS,Maseru,27.7167,-29.5208,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Lesotho,0,0,0,0,1,1,2091412
Morocco,MAR,2017,50,0.5,0.5,0.5,0.5,1,1,0,0,1,1,0,0,50,1,1,0,1,0,0,0,1,53.3333333333333,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,57.1428571428571,0,1,1,1,1,0,0,52.6190476190476,MA,Rabat,-6.8704,33.9905,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Morocco,0,0,0,0,1,1,35581294
Moldova,MDA,2017,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,50,1,1,0,1,0,1,0,0,73.3333333333333,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,57.1428571428571,1,0,1,1,1,0,0,66.9940476190476,MD,Chisinau,28.8497,47.0167,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Moldova,1,1,1,1,1,1,2755158
Madagascar,MDG,2017,29.1666666666667,0,0,0,0.5,1,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,15.625,MG,Antananarivo,45.7167,-20.4667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Madagascar,0,0,0,0,1,1,25570540
Maldives,MDV,2017,41.6666666666667,0.5,0,0,0.5,1,0,0.5,0,1,0.5,1,0,12.5,1,0,0,0,0,0,0,0,33.3333333333333,0,0,0.5,0,0.5,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,21.875,MV,Male,73.5109,4.1742,SAS,8S,South Asia,SAS,8S,South Asia,UMC,XT,Upper middle income,IDX,XI,IDA,Maldives,0,1,0,1,1,1,496402
Mexico,MEX,2017,79.1666666666667,1,0.5,1,0.5,1,1,0.5,0,1,1,1,1,62.5,1,1,1,1,0,1,0,0,76.6666666666667,1,1,1,0,0.5,1,1,1,1,0,0,1,1,1,1,85.7142857142857,1,1,1,1,1,0,1,76.0119047619048,MX,Mexico City,-99.1276,19.427,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Mexico,1,1,1,0,1,1,124777324
Marshall Islands,MHL,2017,4.16666666666667,0,0,0,0,0,0,0,0,0,0.5,0,0,12.5,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9.16666666666667,MH,Majuro,171.135,7.11046,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,NA,0,0,NA,NA,0,0,58058
North Macedonia,MKD,2017,66.6666666666667,0.5,0,1,1,1,0,0.5,0,1,1,1,1,37.5,0,1,0,1,0,1,0,0,73.3333333333333,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,71.4285714285714,1,0,1,1,1,1,0,62.2321428571429,MK,Skopje,21.4361,42.0024,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,North Macedonia,1,1,1,1,1,1,2081996
Mali,MLI,2017,25,0,0,0.5,0,1,0,0,0,1,0.5,0,0,37.5,1,0,0,1,0,0,1,0,33.3333333333333,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,14.2857142857143,0,1,0,0,0,0,0,27.5297619047619,ML,Bamako,-7.50034,13.5667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Mali,0,0,0,0,1,1,18512394
Myanmar,MMR,2017,33.3333333333333,0,0.5,0,0.5,0,0,0.5,1,1,0.5,0,0,37.5,1,1,0,1,0,0,0,0,36.6666666666667,0.5,0,0,0,0,0,1,0,1,0,0,1,1,0,1,42.8571428571429,0,0,1,1,1,0,0,37.5892857142857,MM,Naypyidaw,95.9562,21.914,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Myanmar,0,0,0,0,NA,NA,53382581
Montenegro,MNE,2017,37.5,0.5,0,1,0.5,1,0,0,0,0,0.5,1,0,50,1,1,0,1,0,1,0,0,70,1,1,0.5,0,0,1,1,1,1,0,0,1,1,1,1,71.4285714285714,1,1,0,1,1,1,0,57.2321428571429,ME,Podgorica,19.2595,42.4602,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Montenegro,0,1,0,0,1,1,622373
Mongolia,MNG,2017,62.5,0.5,0.5,0.5,0.5,1,1,0.5,0,1,1,1,0,50,1,1,0,1,0,1,0,0,73.3333333333333,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,71.4285714285714,1,1,1,1,0,1,0,64.3154761904762,MN,Ulaanbaatar,106.937,47.9129,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Mongolia,0,0,1,1,1,1,3113779
Mozambique,MOZ,2017,33.3333333333333,0.5,0.5,0.5,0,1,0,0,0,1,0.5,0,0,37.5,1,1,1,0,0,0,0,0,40,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,42.8571428571429,1,1,0,0,1,0,0,38.422619047619,MZ,Maputo,32.5713,-25.9664,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Mozambique,0,0,0,0,1,1,28649007
Mauritania,MRT,2017,29.1666666666667,0.5,0,1,0.5,1,0,0,0,0,0.5,0,0,25,1,0,0,0,0,0,1,0,33.3333333333333,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,21.875,MR,Nouakchott,-15.9824,18.2367,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Mauritania,0,0,0,0,1,1,4282574
Mauritius,MUS,2017,70.8333333333333,0.5,0,1,0.5,1,1,1,0.5,1,1,1,0,62.5,1,1,1,1,0,1,0,0,63.3333333333333,0.5,1,1,0,1,0,0,1,1,0,0,1,1,1,1,57.1428571428571,0,1,1,1,1,0,0,63.452380952381,MU,Port Louis,57.4977,-20.1605,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Mauritius,1,1,1,1,1,1,1264613
Malawi,MWI,2017,20.8333333333333,1,0.5,0.5,0,0,0,0,0,0,0.5,0,0,37.5,1,0,0,0,0,0,1,1,43.3333333333333,0,1,0.5,0,0,0,1,0,1,0,0,1,1,0,1,28.5714285714286,0,1,0,0,1,0,0,32.5595238095238,MW,Lilongwe,33.7703,-13.9899,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Malawi,1,0,0,0,1,1,17670260
Malaysia,MYS,2017,54.1666666666667,0.5,0.5,1,0.5,1,0,0,0,1,1,1,0,50,1,0,1,1,0,1,0,0,63.3333333333333,0.5,0,1,0,1,1,1,1,1,0,0,1,1,1,0,57.1428571428571,1,0,1,1,1,0,0,56.1607142857143,MY,Kuala Lumpur,101.684,3.12433,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Malaysia,1,1,1,1,0,0,31105028
Namibia,NAM,2017,29.1666666666667,0.5,0.5,0.5,0.5,0,0,0,0,1,0.5,0,0,37.5,1,1,0,0,0,1,0,0,40,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,42.8571428571429,0,1,1,1,0,0,0,37.3809523809524,"NA",Windhoek,17.0931,-22.5648,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Namibia,0,0,0,0,0,0,2402603
Niger,NER,2017,29.1666666666667,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,25,1,0,0,1,0,0,0,0,46.6666666666667,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,42.8571428571429,1,1,0,0,1,0,0,35.9226190476191,NE,Niamey,2.1073,13.514,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Niger,0,0,0,0,1,1,21602472
Nigeria,NGA,2017,37.5,1,0.5,1,0.5,0,0,0,0,1,0.5,0,0,25,0,0,0,1,0,0,1,0,60,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,57.1428571428571,1,1,1,0,1,0,0,44.9107142857143,NG,Abuja,7.48906,9.05804,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Nigeria,0,0,0,0,NA,NA,190873311
Nicaragua,NIC,2017,33.3333333333333,0.5,1,0.5,0.5,0,0,0,0,1,0.5,0,0,12.5,0,1,0,0,0,0,0,0,60,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,14.2857142857143,0,0,0,0,1,0,0,30.0297619047619,NI,Managua,-86.2734,12.1475,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Nicaragua,1,1,1,1,1,1,6384855
Nepal,NPL,2017,20.8333333333333,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,50,1,1,0,1,0,0,1,0,46.6666666666667,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,42.8571428571429,0,1,0,1,0,1,0,40.0892857142857,NP,Kathmandu,85.3157,27.6939,SAS,8S,South Asia,SAS,8S,South Asia,LIC,XM,Low income,IDX,XI,IDA,Nepal,0,0,0,0,1,1,27627124
Nauru,NRU,2017,16.6666666666667,0.5,0.5,0,0,0,0,0,0,0,0,1,0,12.5,1,0,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.625,NR,Yaren District,166.920867,-0.5477,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,NA,NA,0,0,12876
Pakistan,PAK,2017,29.1666666666667,0.5,0,1,0.5,0,0,0,0,1,0.5,0,0,37.5,0,1,0,1,0,1,0,0,43.3333333333333,0.5,0,0,0,0,1,0,1,1,0,0,1,1,0,1,28.5714285714286,0,1,0,0,1,0,0,34.6428571428571,PK,Islamabad,72.8,30.5167,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IDB,XH,Blend,Pakistan,0,0,0,0,1,1,207896686
Panama,PAN,2017,25,0.5,0.5,0.5,0,0,0,0,0,1,0.5,0,0,50,1,1,0,1,0,1,0,0,46.6666666666667,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,42.8571428571429,1,0,0,1,1,0,0,41.1309523809524,PA,Panama City,-79.5188,8.99427,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Panama,0,0,1,1,NA,NA,4106771
Peru,PER,2017,33.3333333333333,0.5,0.5,1,0.5,0,0,0.5,0,0,1,0,0,87.5,1,1,1,1,1,1,0,1,60,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,57.1428571428571,1,1,1,1,0,0,0,59.4940476190476,PE,Lima,-77.0465,-12.0931,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Peru,0,0,0,0,1,1,31444297
Philippines,PHL,2017,41.6666666666667,0.5,0,0.5,0,1,0,0,0,1,1,1,0,75,1,1,1,1,0,1,0,1,66.6666666666667,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,71.4285714285714,1,1,1,1,1,0,0,63.6904761904762,PH,Manila,121.035,14.5515,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Philippines,0,0,0,0,1,1,105173264
Palau,PLW,2017,25,0.5,0,0,0.5,0,0,0,0.5,0,0.5,1,0,25,1,1,0,0,0,0,0,0,26.6666666666667,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19.1666666666667,PW,Koror,134.479,7.34194,EAS,Z4,East Asia & Pacific,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,NA,0,0,NA,NA,0,0,17808
Papua New Guinea,PNG,2017,16.6666666666667,0.5,0,0,0,0,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,26.6666666666667,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13.9583333333333,PG,Port Moresby,147.194,-9.47357,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Papua New Guinea,0,0,NA,NA,1,1,8438029
Poland,POL,2017,91.6666666666667,1,1,1,1,1,0,1,1,1,1,1,1,75,1,1,0,1,1,1,0,1,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,71.4285714285714,1,0,1,1,1,0,1,76.1904761904762,PL,Warsaw,21.02,52.26,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Poland,1,1,1,1,0,0,37974826
Paraguay,PRY,2017,37.5,0.5,0,0.5,0,1,0,1,0,1,0.5,0,0,62.5,1,1,1,1,0,1,0,0,63.3333333333333,1,0,0,0,0.5,1,1,1,1,0,0,1,1,1,1,14.2857142857143,0,1,0,0,0,0,0,44.4047619047619,PY,Asuncion,-57.6362,-25.3005,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Paraguay,0,0,0,1,1,1,6867062
